Species_name	Collection_ID	Specimen_ID	Voucher_information	Specimen_URL
Schiekia orinocensis	K	K000747323	Zappi, D.C.; Frisby, S.; Forte, A.F.; Lindolfo, L.F. 3091	
Schima superba	-	-	-	
Schimpera arabica	-	-	-	
Schinopsis brasiliensis	K	-	Bridgewater 1012	
Schinus patagonica	K	-	Kepos 27850	
Schinziophyton rautanenii	K	K000511202	Cook, F.E.M.; Terry, J.;  Sydes, C.L. 36	
Schippia concolor	K	-	Baker, W.J. 995	
Schisandra rubriflora	K	-	Chase, M.W. 3849	
Schismatoglottis trifasciata	K	-	Chase, M.W. 10692	
Schismus barbatus	TCD	-	Jacobs, S. 9467	
Schistocarpaea johnsonii	K	K001275701	Forster, P.I.; Booth, R. PIF25066	
Schistostephium umbellatum	K	-	RBG Kew DNA Bank 28976	
Schizachyrium delavayi	-	-	-	
Schizachyrium fragile	CANB	CANB 876837	Leitch, E. NTA001838	
Schizanthus grahamii	-	-	-	
Schizanthus sp.	BM	-	Knapp, S. et al  10516	
Schizocalyx condoricus	GB	-	Cornejo 9022	
Schizocarphus nervosus	K	-	Prendergast, H.D.V. 374	
Schizocarpum filiforme	M	-	Pringle, C. G.  4980	
Schizocodon ilicifolius	IDS	IDS0036768	Kanai, H. s.n. 	
Schizocodon soldanelloides	CM	CM 484085	Utech, F.H. s.n. 	
Schizocolea linderi	K	K000024310	Haba, P.M. 266	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K000024310
Schizoglossum atropurpureum	K	K000993562	Hilliard, O.M.; Burtt, B.L. 18053	
Schizogyne sericea	BC	-	Perez Lorenzo, I. 81	
Schizolaena elongata	K	K001340958	Birkinshaw 1370	
Schizolaena sp.	-	-	-	
Schizomeria serrata	K	-	Chase, M.W. 1223	
Schizopepon bryoniifolius	M	-	Dickoree, B.  s.n. 	
Schizopetalon walkeri	-	-	-	
Schizorhiza neglecta	K	-	Goldblatt, P.;  Manning, J.C. 9489	
Schizostachyum blumei	KUN	-	Jing-Xia Liu 19087	
Schizostachyum fimbriatum	KUN	-	17CS15186	
Schizostachyum pergracile	-	-	-	
Schizostachyum pseudolima	-	-	-	
Schizostephanus alatus	K	K000993540	Gatheri, G.W.; Mungai, G.M.; Kibui, K. 79/31	
Schizozygia coffeoides	K	K001334228	Bidgood et al. 1710	
Schkuhria pinnata	BA	-	Hidalgo, O.; Gutierrez, D.G.; Palazzesi, L. ML-497	
Schlagintweitia huteri	-	-	-	
Schlechtendalia luzulifolia	BA	BA94622	Palazzesi, L. s.n. 	
Schlechteranthus connatus	NBG	-	LD71	
Schlechteranthus diutinus	NBG	-	LD59	
Schlechterella abyssinica	UBT	-	Newton 4555	
Schlechterina mitostemmatoides	K	K000994374	Frontier-Tanzania Coastal  Forest Research Programme 3406	
Schlegelia parasitica	-	-	-	
Schlegelia violacea	-	-	-	
Schleinitzia insularum	K	K000556954	Rinehart, A. 17441	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K000556954
Schlumbergera russelliana	ZSS	96 1386 /0	de Vos, J.M. s.n.; 96 1386 /0	
Schlumbergera sp.	ZSS	98 1270 /0	de Vos, J.M. s.n.; 98 1270 /0	
Schmardaea microphylla	K	K001275563	Lewis & Lozano 3034	
Schmidtia pappophoroides	K	K001393130	Vorontsova, M.S. 808	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K001393130
Schmidtottia sessilifolia	GB	-	Rova et al. 2201	
Schnabelia oligophylla	-	-	-	
Schoenia cassiniana	BC	-	Christenhusz, M.J.M 7626	
Schoenia filifolia	-	-	-	
Schoenobiblus panamensis	K	K001275284	Thomsen, K. 376	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K001275284
Schoenocaulon caricifolium	K	K001393018	Chase, M.W. 591	
Schoenocephalium sp.	K	K001393196	Ronevo, G.A. 2097	
Schoenoplectiella corymbosa	-	-	-	
Schoenoplectiella mucronata	-	-	-	
Schoenoplectiella senegalensis	K	-	Larridon, I. 73	
Schoenoplectus pungens	GENT	-	2005 0773	
Schoenorchis micrantha	K	K000546389	Cribb, P.; Campbell, J. 5154	
Schoenorchis micrantha	CBG	CBG 7806332	G.M.Butler 414	
Schoenorchis minutiflora	K	K000546387	SBGO 2811	
Schoenus curvifolius	-	-	-	
Schoenus curvulus	K	K000062346	Meijer, W. 22035	
Schoenus ericetorum	K	K000062345	Wilson, K.L. 8577	
Schoenus nigricans	GENT	-	2003 2148 G	
Schoenus quadrangularis	K	-	Helme, N.A. 3290	
Scholtzia uberiflora	K	K000065845	Trudgen, M.E. 21667	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K000065845
Schotia capitata	K	-	Winter & Vahrmeijer 8462	
Schottariella sp.	SAR	-	P.C.Boyce, Jeland ak Kisai, Jepom ak Tisai, Mael ak Late & Wong Sin Yeng AR-1609	
Schottarum sp.	SAR	-	Wong Sin Yeng & P.C.Boyce AR-3700	
Schoutenia ovata	CANB	CANB 518653.1	McDonald 4333	
Schouwia purpurea	-	-	Klaus Mummenhoff KM1720	
Schradera subandina	GB	-	Persson et al. 3270	
Schraderanthus sp.	IEB	199689	SD88	
Schrebera capuronii	-	-	-	
Schrenkia vaginata	K	K000493553	Osborne, J. 493	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K000493553
Schrenkiella parvula	-	-	-	
Schubertia multiflora	K	K000096322	Agra, M.F.; Gois, G.; Silva, M.G. 1429	
Schultesianthus sp.	JBB	-	Orejuela, A. et al. 245	
Schultesiophytum chorianthum	-	-	-	
Schulzia sp.	K	K000493501	Borosova, R. 44	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K000493501
Schumanniophyton magnificum	K	-	Davis, A.P. 3047	
Schuurmansia henningsii	K	-	Hoogland 8954	
Schwackaea cupheoides	INB	-	Kriebel, R. 5819	
Schwantesia triebneri	K	-	LD34	
Schwartzia brasiliensis	K	K001275439	Lima, H.C. de; Oliveira, A.S. 5712	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K001275439
Schweiggeria fruticosa	K	K001215305	Elias de Paula, J.; Mendonça, R.C. 1268	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K001215305
Schwenckia sp.	NMNL	A44750278	SD14	
Sciadotenia duckei	K	K001106596	Assuncao, P.A.C.I. 469	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K001106596
Sciaphila densiflora	NY	-	Nou, P 22641	
Sciaphila densiflora	-	-	-	
Scilla peruviana	-	-	-	
Scindapsus coriaceus	K	-	SKM 22	
Scirpodendron ghaeri	GENT	-	Reynders & Sabuelo BG GENT 2010 2429 W	
Scirpoides holoschoenus	GENT	-	2004 1519	
Scirpus pinguiculus	GENT	-	Goetghebeur 4528	
Scirpus sp.	GENT	-	Desfayes 97012901	
Scirpus sylvaticus	GENT	-	2011 0975	
Scleranthus annuus	K	K001275742	Brummitt, R.K. 12770	
Scleranthus pungens	AD	AD261581	P.J. Lang; J. Kellermann; H. Cross; M. Freak; J. Ellis BS838-187	
Scleria greigiifolia	GENT	-	KB 2015-038	
Scleria guineensis	K	-	Larridon, I. 3	
Scleria spiciformis	K	-	Larridon, I. 1	
Sclerocactus scheeri	ZSS	14 0126 /0	de Vos, J.M. s.n.; 14 0126 /0	
Sclerocactus spinosior	ZSS	99 4240 /0	de Vos, J.M. s.n. 	
Sclerocactus whipplei	ZSS	99 4217 /0	de Vos, J.M. s.n. 	
Sclerocarpus africanus	K	-	Millenium Seed Bank 260013	
Sclerocarya birrea	K	-	SKP 695	
Sclerochiton vogelii	K	-	Osborne, J. 1224	
Sclerodactylon sp.	K	Unmounted	Vorontsova, M.S. 1422	
Sclerolaena burbidgeae	MJG	-	Chen 4071	
Sclerolaena uniflora	PERTH	PERTH 9184260	Huhn, P.; Macfarlane, T.D.; French, C. PS_PH_058	
Scleromitrion polycladum	BRI	BRI AQ0839975	P.I. Forster 43847	
Sclerophylax sp.	CORD	-	Barboza, G. 4327	
Scleropogon brevifolius	-	-	-	
Sclerosperma mannii	K	-	Sunderland 1794	
Scoliopus bigelovii	K	K001097006	Chase, M.W. 16088	
Scolochloa festucacea	K	K001418268	Pobedimova, E. 487	
Scolophyllum ilicifolium	K	K001275266	Brummitt, R.K.; Chisumpa, S.M.; Polhill, R.M. 13898	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K001275266
Scolymus sp.	BC	-	Hidalgo, O. JBB-V-2017-3	
Scoparia dulcis	-	-	-	
Scopellaria diversifolia	K	-	Postar et al. SAN 143748	
Scopelogena bruynsii	K	-	Bruyns  9966	
Scopolia sp.	E	-	SD38	
Scorodocarpus borneensis	K	-	Chase, M.W. 1331	
Scorodophloeus fischeri	K	-	J.E. Burrows & S.M. Burrows 11304	
Scorzonera purpurea	BC	-	Hidalgo, O. 259	
Scorzoneroides montana	BC	-	Hidalgo, O. & Douzet, R. 304	
Scorzoneroides montana subsp. montana	BC	-	Hidalgo, O. & Douzet, R. 304	
Scottellia klaineana	K	K001061783	Momoh, J.; Lebbie, A.; van der Burgt, X. 95	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K001061783
Scrophularia nodosa	-	-	-	
Scrophularia wattii	-	-	-	
Scrotochloa urceolata	DEK	-	Deden 881	
Scurrula chingii	-	-	-	
Scurrula parasitica	K	K001275655	Hu, S.Y.; But, P.P.H. 23524	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K001275655
Scutachne dura	K	K001395001	Ekman, E.L. 15433	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K001395001
Scutellaria microviolacea	-	-	-	
Scutellaria montana	-	-	-	
Scyphiphora hydrophylacea	K	-	Utteridge, T.M.A. 49	
Scyphocephalium mannii	N	-	Couvreur, T.L.P. 663	
Scyphostelma harlingii	UBT	UBT	Liede & Meve 3460	
Scytopetalum pierreanum	K	-	Wieringa, J.J. with Epoma, J.B. 1652	
Searsia undulata	K	-	SKP 692	
Sebaea ovata	AD	AD264416	I. Abbott 896	
Sebastiania brasiliensis	K	-	Wood, J.R.I.;  Huylla, H. 21154	
Secamone schweinfurthii	K	-	Goyder, D. J.;  Masinde 3960	
Secamonopsis madagascariensis	K	K001334214	Jongkind et al. 3602	
Sechium tacaco	M	-	Doebbeler, P. & Klein 37782	
Securidaca diversifolia	MICH	-	Adelson 0	
Seddera bagshawei	K	-	Friis et al. 9544	
Sedum album	-	-	-	
Sedum nudum	K	-	Chase, M.W. 2459	
Sedum pumilum	K	K001400365	Howell, J.T. 4705	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K001400365
Seemannia sylvatica	-	-	-	
Seguieria aculeata	-	-	-	
Sehima galpinii	K	K001418280	Townsend, S. s.n. 	
Seidelia firmula	K	-	Merxmuller, H.;  Giess, W. 28181	
Selago glutinosa	N	-	G&M12390	
Selenicereus grandiflorus	ZSS	99 8198 /0	de Vos, J.M. s.n. 	
Selenicereus guatemalensis	ZSS	92 3014 /0	de Vos, J.M. s.n.; 92 3014 /0	
Selenicereus tonduzii	K	-	RBG Kew Living Collection 2007-1368	
Selenipedium aequinoctiale	-	-	-	
Selinum coniifolium	K	K000544174	Davis 47188	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K000544174
Selkirkia berteroi	K	-	Solrig, O.T. 3807	
Sellocharis paradoxa	K	-	Sello 3943	
Semecarpus papuanus	K	-	Johns, R.J. 9795	
Semele androgyna	K	-	Chase, M.W. 997	
Semenovia thomsonii	-	-	-	
Semenovia transiliensis	NY	-	I. Roldugin 5385	
Semialarium mexicanum	MO	-	Morales, J.F. 1577	
Semialarium paniculatum	HRCB	-	Lombardi, J.A. 8534	
Semiarundinaria fastuosa	K	K001418201	Townsend, R.F.; Bridger, M.A. 110	
Semiramisia speciosa	K	K001275426	Lewis, G.P.; Lozano, P. 2776	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K001275426
Sempervivum heuffelii	K	K001400405	Rechinger s.n. 	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K001400405
Sempervivum montanum	K	-	Chase, M.W. 19245	
Senecio adenophyllus	LPB	-	Beck, St. G. 30566	
Senecio humillimus	LPB	-	Beck, St. G. 30669	
Senecio nutans	LPB	-	Pozo, P. 799	
Senecio puchei	LPB	-	Meneses, R.I. 5422	
Senecio spinosus	LPB	-	Jimenez, I. 7251	
Senefeldera verticillata	K	K001211045	Silva-Neto, S.J.; de Lima, H.C.; Sylvestre, L.;  da Silva, W. 1466	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K001211045
Senegalia senegal	K	K000738515	Timberlake, J.; Sousa, C.de; Banze, A.; Crawford, F. 5607	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K000738515
Senegalia senegal	-	-	-	
Senna hebecarpa	-	-	-	
Senna tora	K	-	TCMK 43	
Seorsus clavifolius	K	K000065846	Cochrane, J.A. 4838	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K000065846
Sequoia sempervirens	-	-	-	
Serapias cordigera	K	-	Chase, M.W. 899	
Serapias intermedia	K	K000796438	K000796438	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K000796438
Serenoa repens	-	-	-	
Serenoa repens	K	-	Small, J.K.;  Mosier, C.A. s.n. 	
Serianthes minahassae	K	K000654559	Pullen, R 7372	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K000654559
Sericanthe odoratissima	K	-	Sine Nomine 5007	
Serichonus gracilipes	K	K001275699	George, A.S. 7945	
Sericocarpus oregonensis	K	-	Millenium Seed Bank 234399	
Sericolea calophylla	K	-	TT 159	
Seringia nephrosperma	-	-	-	
Seriphium cinereum	NBG	-	Bergh, N.G. 1219	
Seriphium pachycladum	BC	-	Galbany-Casals, M. 2660	
Seriphium plumosum	PRE	PRE580368	Koekemoer, M. 2615	
Serjania communis	K	-	Chase, M.W. 2138	
Serjania incana	K	-	Arbo, AMM 2635	
Serratula tinctoria	BC	-	Hidalgo, O.; Balant, M.; Garnatje, T. 499	
Serruria phylicoides	-	-	-	
Sersalisia luzoniensis	K	K001400216	Orolfo, P. 3798	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K001400216
Sesamoides purpurascens	-	-	-	
Sesamum indicum	-	-	-	
Sesbania cannabina	NSW	NSW843706	J.R. Hosking 3239	
Sesbania macrantha	-	-	-	
Seseli intricatum	-	-	-	
Sesleriella sphaerocephala	K	K001418237	MSBJ 63	
Sessea stipulata	BM	-	Knapp, S. et al.  10429	
Sesuvium humifusum	-	-	-	
Sesuvium portulacastrum	-	-	-	
Sesuvium portulacastrum	K	-	Johns, R.J. 9788	
Sesuvium revolutifolium	-	-	-	
Setaria dielsii	AD	AD AD242583	P.J. Lang, N.R. Neagle BS719-302	
Setaria italica	-	-	-	
Setaria rara	AD	AD AD236920	M.B. Thomas, G.P. Turpin 3200	
Setariopsis latiglumis	K	K001418284	Gould, F.W. 12706	
Setchellanthus caeruleus	K	K000630390	NPT 246	
Setiechinopsis mirabilis	ZSS	HUN 403	de Vos, J.M. s.n.; HUN 403	
Sextonia rubra	K	K001275605	Van der Werff 21001	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K001275605
Seyrigia gracilis	K	-	Sauther, M. 21	
Sheilanthera pubens	K	K001275569	Williams 2122	
Shepherdia argentea	K	-	Chase, M.W. 3176	
Sherardia arvensis	K	-	Sheahan, M-C. 108	
Sherbournia calycina	GB	-	Pettersson 0.084027778	
Shibataea kumasasa	-	-	-	
Shivparvatia glanduligera	K	K001275517	Keke 598	
Shonia carinata	K	-	Henderson, R.J. 3562	
Shorea kunstleri	-	-	-	
Shorea leprosula	-	-	-	
Shortia rotundifolia	K	K001275465	Wang, C. M. W05536	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K001275465
Shortia sinensis	-	-	-	
Shoshonea pulvinata	NY	-	R. D. Dorn 5007	
Shuaria ecuadorica	K	K001275883	Clark, J.L. 10825	
Sibara macrostachya	-	-	-	
Sibbaldia parviflora	-	-	-	
Sibbaldianthe bifurca	-	-	-	
Sibiraea angustata	K	K001393248	Qing-sheng, Z. 50	
Sibthorpia repens	BM	-	Christenhusz, M.J.M. 5306	
Sicana odorifera	TUM	-	Cornejo, X.  9204	
Sicydium diffusum	K	-	Andrade, P.M. 724	
Sicyocarpus verrucosus	P	-	Allorge 2407	
Sida acuta	K	K000673042	Nkouka, S.O.C. 719	
Sida hookeriana	AD	AD125656	W.R. Barker; R.M. Barker 8361	
Sideritis endressii	K	-	Civeyrel, Chase & Fay 504	
Sideroxylon boutonianum	K	-	Page, W. 8	
Sideroxylon reclinatum	-	-	-	
Sidotheca caryophylloides	-	-	-	
Siebera pungens	BC	-	Susanna, A. & al. 2316	
Siegfriedia darwinioides	MEL	MEL 2330735A	Kern, S. 16833	
Siemensia pendula	GB	-	Rova et al. 2278	
Sievekingia reichenbachiana	K	-	Lehmann, F.C. 6832	
Sieversia sp.	K	-	Chase, M.W. 3785	
Sigesbeckia orientalis	K	-	Pegoraro, L. IT72	
Sigmoidotropis speciosa	K	K001259553	Wong, A.; Ramirez, G.F.y R. s.n. 	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K001259553
Silene latifolia	-	-	-	
Siler montanum	K	K001275335	Univer, C. 3.8	
Siloxerus humifusus	K	-	Christenhusz, M.J.M. 7063	
Siloxerus tomentosus	K	-	Smith, R.J.; Hopper, S.D.; Sweedman, L. 149	
Silphium terebinthinaceum	BC	-	Christenhusz, M.J.M USA-VII-2017-5	
Silybum marianum	BC	-	Garnatje, T. BCN 05-2017 TG	
Silybum marianum	-	-	-	
Simaba orinocensis	SPF	-	Devecchi, M.F. 361	
Simarouba glauca	K	-	Chase, M.W. 124	
Simethis mattiazzii	K	-	Chase, M.W. 9928	
Simicratea welwitschii	MO	-	Jongkind, C.C.H.; Abbiw D.K. 2127	
Simira ecuadorensis	GB	-	Persson 1317	
Simmondsia chinensis	-	-	-	
Sinalliaria limprichtiana	-	-	-	
Sinapis alba	-	-	-	
Sindora siamensis	K	-	Herendeen 22-IV-99-1	
Sindoropsis letestui	K	-	Breteler, F. J.  13022	
Sinningia elatior	K	K001208600	Mendonça, R.C. 3743	
Sinningia tuberosa	-	-	-	
Sinobaijiania yunnanensis	TUM	-	Schaefer, H.  2019/025	
Sinobambusa tootsik	KUN	-	GY14300	
Sinocrassula indica	K	K001400370	Kuan; Wang 1368	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K001400370
Sinofranchetia chinensis	K	-	RBG Kew Living Collection 1994-1401	
Sinogentiana striata	-	-	-	
Sinojackia rehderiana	K	-	Chase, M.W. 882	
Sinojackia xylocarpa	-	-	-	
Sinomenium acutum	K	-	Leon, C.J. et al. 569	
Sinoswertia tetraptera	-	-	-	
Sinowilsonia henryi	K	-	Chase, M.W. 6015	
Sinowilsonia henryi	-	-	-	
Siolmatra brasiliensis	M	-	Beck, S. G.  5648	
Sipanea hispida	K	K000578049	Zappi, D. 990	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K000578049
Siparuna guianensis	K	-	Clarke, HD 9035	
Siphanthera hostmannii	NY	-	Michelangeli, F. A. 2096	
Siphocranion macranthum	K	K000370406	Carr, S.G.M. 378	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K000370406
Siphonandra santa-barbarense	K	K001275427	Pedraza, P.; Luteyn, J.; Ortiz, E.; Salinas, N. 1600	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K001275427
Siphoneugena guilfoyleiana	K	-	Lucas, E. J. 70	
Siphonochilus kirkii	K	K001275911	Congdon, T.C.E. 446	
Siphonodon celastrineus	K	-	Chase, M.W. 2097	
Siphonodon membranaceus	BRI	-	Ford, A. 4456	
Siraitia grosvenorii	K	-	Qin Hai-ning et al. 891092	
Siraitia grosvenorii	-	-	-	
Sirdavidia solannona	L	-	Couvreur, T.L.P. 1127	
Sirochloa parvifolia	K	Unmounted	Dransfield 1542	
Sisymbriopsis schugnana	LE	-	Ikonnikov 9743	
Sisymbrium altissimum	-	-	-	
Sisyranthus barbatus	K	K001334196	Nicholas, A.; Smook, L. 2307	
Sisyranthus trichostomus	-	-	-	
Sisyrinchium angustifolium	-	-	-	
Sisyrinchium angustifolium	-	-	-	
Sisyrolepis muricata	K	-	Kerr 2187	
Sium latifolium	K	-	Sheahan, M-C. 278	
Skimmia japonica	GOET	-	SEMJ 060	
Sladenia celastrifolia	K	K0015113067	Hang, S.  9.0	
Sladenia celastrifolia	-	-	-	
Sleumeria auriculata	K	-	Othman Haron & Hj Suib s.n.; 72158	
Sloanea sinensis	-	-	-	
Sloetiopsis usambarensis	K	K000743352	Cheek, M; Williams, anon 18194	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K000743352
Smallanthus connatus	BC	-	Hidalgo, O. AR-0	
Smelophyllum capense	K	-	RBG Kew DNA Bank 27946	
Smelowskia alba	OSBU	-	Barbara Neuffer 18001	
Smelowskia altaica	-	-	-	
Smicrostigma viride	NBG	-	LD75	
Smilax bona-nox	-	-	-	
Smilax melastomifolia	K	-	Cantley, J. 112	
Smirnowia turkestana	K	K000556913	Rechinger, K.H. 51917	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K000556913
Smithia conferta	NSW	NSW630489	I. Cowie 3475	
Smithsonia viridiflora	K	K001222285	Stoks, L. s.n. 	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K001222285
Smodingium argutum	K	-	Winter 88	
Smyrniopsis aucheri	MHA	-	Moscow BG 1977-481	
Smyrnium perfoliatum	K	-	Chase, M.W. 10168	
Sobolewskia sibirica	LE	-	S1366	
Sobralia citrea	-	-	-	
Socotrella dolichocnema	K	-	Ricanek & Hanacek 284	
Socratea exorrhiza	K	-	Baker, W.J. 992	
Soda inermis	-	-	-	
Soehrensia bruchii	ZSS	77 1213 /a	de Vos, J.M. s.n.; 77 1213 /a	
Soejatmia ridleyi	KLU	-	Low, Y.W. 135	
Sogerianthe sp.	K	K001393206	Kerenga, K.; Cruttwell, N. 56692	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K001393206
Sohnreyia terminalioides	GOET	-	A. Gentry 31751	
Sohnsia filifolia	-	-	-	
Sokinochloa bosseri	K	Unmounted	Dransfield 1541	
Solandra sp.	COL	-	Orejuela, A. 183	
Solanecio mannii	K	-	Christenhusz, M.J.M., Kamau, P., Mbale, M., Kyaa, J., & Chase, M.W. 6630	
Solanum americanum	-	-	-	
Solanum dulcamara	-	-	-	
Solanum lycopersicum	-	-	-	
Solanum tuberosum	-	-	-	
Solanum virginianum	-	-	-	
Soldanella alpina	K	K001400101	Vitek, E. 8349/1	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K001400101
Soleirolia soleirolii	K	-	Sheahan, M-C. 17	
Solena heterophylla	TUM	-	Schaefer, H.  3776	
Solenanthus circinnatus	K	K001275671	Rechinger, K.H. 53423	
Solenogyne dominii	K	-	Jones, M.K. 141	
Solenomelus segethi	K	-	Chase, M.W. 19213	
Solenophora calycosa	K	K001275878	Cascante, A. 450	
Solenostemma oleifolium	K	K	Abdallah 1093	
Solidago canadensis	-	-	-	
Solidago chilensis	HTW	-	Gonzalez, C. 908	
Soliva mexicana	LPB	-	Ortuvo T. 984	
Soliva sessilis	BC	-	Pyke, S. s.n. 	
Sommera donnell-smithii	GB	-	Santamaría 965	
Sommieria leucophylla	K	-	Forest, F. 481	
Somrania lineata	K	K001275928	Unknown 3978	
Sonchus brassicifolius	K	-	RBG Kew Living Collection 2005-1809	
Sonchus oleraceus	K	-	Pegoraro, L. IT 42	
Sondottia connata	CANB	CANB 298629	Paijmans, K. 3892	
Sonerila cantonensis	NY	-	Soe Myint Aye 8	
Sonneratia caseolaris	-	-	-	
Sonneratia sp.	K	-	Utteridge, T.M.A. 45	
Sophora flavescens	-	-	-	
Sorbaria kirilowii	K	-	RBG Kew Living Collection 2001-4394	
Sorbus koehneana	-	-	-	
Sorghum bicolor	-	-	-	
Sorghum macrospermum	K	K000731289	Lazarides, M. 6847	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K000731289
Sorghum plumosum	AD	AD AD219736	S. Legge 307	
Sorindeia madagascariensis	K	-	Randrianasolo 653	
Sorocea bonplandii	K	K000618271	Cloclet, F.A.; Souza, L.R.M.; Alves, J. 21.236	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K000618271
Soroseris glomerata	K	-	Borosova, R.; Guo, Y.; Landrein, S.; Liu, C.; Osborne, J. 10CS2306	
Soulamea amara	K	K000062300	Stone, B.C.; Streimann, H. LAE 53721	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K000062300
Soulamea soulameoides	K	K001275555	Prasad et al. EY055	
Souroubea exauriculata	-	-	-	
Sowerbaea laxiflora	K	-	Smith, R.J. & Shade, A. RJS036	
Soymida febrifuga	K	K001275562	Meijer et al. 637	
Spananthe paniculata	K	K001035270	Sanders, A.C. 11299	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K001035270
Sparattanthelium botocudorum	MBML	51147	Kollmann, L. 13254	
Sparattosperma leucanthum	K	K000994176	Silva Neto, S.J. 1421	
Sparattosyce dioica	K	K000618253	Weiblen, G.D. GW1223	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K000618253
Sparaxis variegata	K	-	Goldblatt, P.;  Manning, J.C. 9611	
Sparganium erectum	-	-	-	
Sparganium gramineum	-	-	-	
Sparrmannia discolor	K	K000952973	Rakotoarisoa 834	
Spartium junceum	UVSC	-	Muasya et al 6869	
Spartium junceum	-	-	-	
Spartochloa scirpoidea	PERTH	PERTH 09051090	MacFarlane, T.D. 6919	
Spatalla ericoides	K	-	Rebelo, T. s.n.; 28663	
Spathacanthus parviflorus	K	K001446044	Daniel, T.F. 8403	
Spathandra blakeoides	K	K001275174	Bourobou Bourobou, H.P.; Nzabi, T.; Nziengui, B.; Mayombo Nzengue J. 328	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K001275174
Spathanthus bicolor	K	K001393194	Fundacion Biologia Puerto Rastrojo	
Spathelia splendens	GOET	-	P Vasquez 2009-2	
Spathia neurosa	BRI	AQ0856979	Thompson, E.J. 1051	
Spathicarpa hastifolia	K	-	Chase, M.W. 10995	
Spathionema kilimandscharicum	K	K000556917	Pasquet 1062	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K000556917
Spathiostemon javensis	K	-	Lideh, J.;  Donggo 96543	
Spathiphyllum floribundum	CUVC	CUVC	OP_1907	
Spathiphyllum floribundum	-	-	-	
Spathodea campanulata	K	-	RBG Kew DNA Bank 48715	
Spathoglottis plicata	CBG	CBG 9220007	D.L.Jones 8717	
Spatholobus suberectus	-	-	-	
Specklinia areldii	JBL	-	AK8069	
Spenceria ramalana	K	-	Borosova, R., Guo, Y., Landrein, S., Liu, C. & Osborne, J. 102238	
Speranskia tuberculata	K	-	Gou Cheng-Yong GCY20061	
Spergula arvensis	-	-	-	
Spergularia heldreichii	K	-	Chase, M.W. 8847	
Spergularia media	-	-	-	
Spermacoce sp.	K	-	Briggs, M. 299	
Sphacanthus brillantaisia	K	-	Humbert, H. 19989	
Sphaenolobium tianschanicum	K	K000374045	Vasak, V. s.n. 	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K000374045
Sphaeradenia woodsonii	-	-	-	
Sphaeranthus angustifolius	K	-	Sacande, M.  BUR-524	
Sphaerantia discolor	BG	-	BG9829	
Sphaerobambos hirsuta	KLU	-	Meng, W.K. 2984	
Sphaerocardamum divaricatum	-	-	-	
Sphaerocardamum nesliiforme	BH	-	Bailey & Ochoterena  156	
Sphaerocaryum malaccense	K	K001393112	Hu, S. Y.  12372	https://apps.kew.org/herbcat/detailsQuery.do?barcode=K001393112
Sphaerocoryne gracilipes	L	-	Couvreur, T.L.P. 633	
Sphaerolobium vimineum	NSW	NSW402258	R.G. Coveny 17196	
